year,noc,iso3,country_name,total_medals,expected_medals,medal_overperformance,gold_medals,gdp_total,population,gdp_per_capita,sports_entered,events_entered,model_note
1972,TUN,TUN,Tunisia,1,0.0,1.0,0,20523035156.0,5396564.0,,5,11,year OLS: log_gdp_total + log_population + sports_entered
1996,TUN,TUN,Tunisia,1,0.3797031737156136,0.6202968262843864,0,95913757812.0,9294433.0,7821.792,9,24,year OLS: log_gdp_total + log_population + sports_entered
2008,TUN,TUN,Tunisia,1,2.4395964502301335,-1.4395964502301335,1,127304906250.0,10542637.0,11990.196,10,28,year OLS: log_gdp_total + log_population + sports_entered
2012,TUN,TUN,Tunisia,3,11.232946259793342,-8.232946259793342,1,146313796875.0,11009649.0,12436.3955,17,50,year OLS: log_gdp_total + log_population + sports_entered
2016,TUN,TUN,Tunisia,3,9.47959321920016,-6.47959321920016,0,146013343750.0,11528676.0,12803.88,17,47,year OLS: log_gdp_total + log_population + sports_entered
2020,TUN,TUN,Tunisia,2,8.006807420691219,-6.006807420691219,1,152326218750.0,11974058.0,11955.599,17,50,year OLS: log_gdp_total + log_population + sports_entered
2024,TUN,TUN,Tunisia,3,11.16304347826087,-8.16304347826087,1,,,12774.916,15,29,year mean baseline: insufficient economic matches
1936,TUR,TUR,Turkey,2,13.1875,-11.1875,1,,16367129.0,,7,26,year mean baseline: insufficient economic matches
1948,TUR,TUR,Turkey,12,11.552631578947368,0.44736842105263186,6,,20126593.0,,7,42,year mean baseline: insufficient economic matches
1952,TUR,TUR,Turkey,3,3.097882003440325,-0.09788200344032516,2,107960773437.0,22290093.0,,4,31,year OLS: log_gdp_total + log_population + sports_entered
1956,TUR,TUR,Turkey,7,1.825047611703168,5.174952388296832,3,121123703125.0,25057603.0,,2,20,year OLS: log_gdp_total + log_population + sports_entered
1960,TUR,TUR,Turkey,9,10.058829748289403,-1.0588297482894031,7,156564109375.0,28329895.0,,6,41,year OLS: log_gdp_total + log_population + sports_entered
1964,TUR,TUR,Turkey,6,8.394621495524065,-2.3946214955240652,2,192224812500.0,31543074.0,,4,24,year OLS: log_gdp_total + log_population + sports_entered
1968,TUR,TUR,Turkey,2,11.214494618433557,-9.214494618433557,2,249535515625.0,34921681.0,,4,29,year OLS: log_gdp_total + log_population + sports_entered
1972,TUR,TUR,Turkey,1,13.033918255967556,-12.033918255967556,0,312572375000.0,38430215.0,,8,43,year OLS: log_gdp_total + log_population + sports_entered
1984,TUR,TUR,Turkey,3,19.50796328662803,-16.50796328662803,0,504704312500.0,49574065.0,,10,49,year OLS: log_gdp_total + log_population + sports_entered
1988,TUR,TUR,Turkey,2,32.30377207252363,-30.30377207252363,1,634942437500.0,53909628.0,,9,40,year OLS: log_gdp_total + log_population + sports_entered
1992,TUR,TUR,Turkey,6,9.712784451780706,-3.7127844517807063,2,687578312500.0,57990121.0,12451.045,10,43,year OLS: log_gdp_total + log_population + sports_entered
1996,TUR,TUR,Turkey,6,3.6309305326310675,2.3690694673689325,4,850062937500.0,61951134.0,13826.92,9,55,year OLS: log_gdp_total + log_population + sports_entered
2000,TUR,TUR,Turkey,5,4.925934366444261,0.07406563355573859,3,921565250000.0,65425957.0,14856.915,10,58,year OLS: log_gdp_total + log_population + sports_entered
2004,TUR,TUR,Turkey,11,9.022018729704232,1.9779812702957678,3,963199875000.0,68592621.0,16583.883,10,65,year OLS: log_gdp_total + log_population + sports_entered
2008,TUR,TUR,Turkey,7,10.224292097937884,-3.2242920979378837,1,1386037000000.0,71562343.0,19839.584,12,67,year OLS: log_gdp_total + log_population + sports_entered
2012,TUR,TUR,Turkey,5,17.242472698319833,-12.242472698319833,2,1867491750000.0,75197196.0,22517.715,16,80,year OLS: log_gdp_total + log_population + sports_entered
2016,TUR,TUR,Turkey,8,21.795692474298725,-13.795692474298725,1,2262191000000.0,81652087.0,26489.645,21,88,year OLS: log_gdp_total + log_population + sports_entered
2020,TUR,TUR,Turkey,13,15.185621952919035,-2.1856219529190355,2,2412481750000.0,86091691.0,28976.719,18,94,year OLS: log_gdp_total + log_population + sports_entered
2024,TUR,TUR,Turkey,8,11.16304347826087,-3.163043478260869,0,,,36154.492,19,85,year mean baseline: insufficient economic matches
2020,TKM,TKM,Turkmenistan,1,0.0,1.0,0,149340296875.0,6949915.0,15791.178,4,10,year OLS: log_gdp_total + log_population + sports_entered
1968,UGA,UGA,Uganda,2,0.0,2.0,0,8585331054.0,9708633.0,,2,14,year OLS: log_gdp_total + log_population + sports_entered
1972,UGA,UGA,Uganda,2,0.0,2.0,1,12615208007.0,10885795.0,,3,19,year OLS: log_gdp_total + log_population + sports_entered
1980,UGA,UGA,Uganda,1,0.0,1.0,0,11378664062.0,13275751.0,,2,12,year OLS: log_gdp_total + log_population + sports_entered
1996,UGA,UGA,Uganda,1,0.0,1.0,0,25948066406.0,21231553.0,1367.9457,4,9,year OLS: log_gdp_total + log_population + sports_entered
2012,UGA,UGA,Uganda,1,0.0,1.0,1,92230328125.0,34337436.0,2405.0945,4,12,year OLS: log_gdp_total + log_population + sports_entered
2020,UGA,UGA,Uganda,4,0.0,4.0,2,120253750000.0,44457148.0,2678.009,4,18,year OLS: log_gdp_total + log_population + sports_entered
2024,UGA,UGA,Uganda,2,11.16304347826087,-9.16304347826087,1,,,2879.6702,4,16,year mean baseline: insufficient economic matches
1996,UKR,UKR,Ukraine,23,27.26501066086086,-4.26501066086086,9,326476437500.0,51226111.0,9969.501,21,148,year OLS: log_gdp_total + log_population + sports_entered
2000,UKR,UKR,Ukraine,23,28.20825712417366,-5.2082571241736595,3,271352156250.0,49556654.0,10364.0625,23,185,year OLS: log_gdp_total + log_population + sports_entered
2004,UKR,UKR,Ukraine,22,23.25775790925722,-1.2577579092572186,8,370034593750.0,47979502.0,15021.066,23,175,year OLS: log_gdp_total + log_population + sports_entered
2008,UKR,UKR,Ukraine,27,26.535186147717944,0.46481385228205596,7,578854562500.0,46819168.0,18883.986,24,177,year OLS: log_gdp_total + log_population + sports_entered
2012,UKR,UKR,Ukraine,20,25.774935901391423,-5.774935901391423,6,579811375000.0,46210051.0,17848.74,25,174,year OLS: log_gdp_total + log_population + sports_entered
2016,UKR,UKR,Ukraine,11,21.66013868131345,-10.660138681313452,2,571966250000.0,45616831.0,15856.8125,24,142,year OLS: log_gdp_total + log_population + sports_entered
2020,UKR,UKR,Ukraine,19,23.08615555066398,-4.086155550663982,1,658538250000.0,44680008.0,17092.54,28,121,year OLS: log_gdp_total + log_population + sports_entered
2024,UKR,UKR,Ukraine,12,11.16304347826087,0.8369565217391308,3,,,16319.845,25,101,year mean baseline: insufficient economic matches
1992,EUN,EUN,Unified Team,112,12.703125,99.296875,45,,,,27,234,year mean fallback: missing economic predictors
2004,UAE,ARE,United Arab Emirates,1,0.0,1.0,1,475814843750.0,4428964.0,93166.15,3,5,year OLS: log_gdp_total + log_population + sports_entered
2016,UAE,ARE,United Arab Emirates,1,0.1583366760312721,0.8416633239687279,0,744598812500.0,9030873.0,75671.055,6,11,year OLS: log_gdp_total + log_population + sports_entered
1896,GBR,GBR,United Kingdom,9,12.0,-3.0,3,,39601276.0,,7,19,year mean baseline: insufficient economic matches
1900,GBR,GBR,United Kingdom,42,12.125,29.875,19,,41089602.0,,16,39,year mean baseline: insufficient economic matches
1904,GBR,GBR,United Kingdom,2,23.75,-21.75,1,,42562831.0,,3,4,year mean baseline: insufficient economic matches
1906,GBR,GBR,United Kingdom,25,14.38888888888889,10.61111111111111,8,,43311511.0,,9,42,year mean baseline: insufficient economic matches
1908,GBR,GBR,United Kingdom,143,16.842105263157894,126.15789473684211,56,,44073361.0,,24,108,year mean baseline: insufficient economic matches
1912,GBR,GBR,United Kingdom,41,16.63157894736842,24.36842105263158,10,,45217688.0,,16,79,year mean baseline: insufficient economic matches
1920,GBR,GBR,United Kingdom,43,20.272727272727273,22.727272727272727,14,,46564792.0,,21,84,year mean baseline: insufficient economic matches
1924,GBR,GBR,United Kingdom,35,12.612903225806452,22.387096774193548,9,,46355077.0,,18,115,year mean baseline: insufficient economic matches
1928,GBR,GBR,United Kingdom,22,10.470588235294118,11.529411764705882,4,,45974538.0,,14,84,year mean baseline: insufficient economic matches
1932,GBR,GBR,United Kingdom,17,13.214285714285714,3.7857142857142865,5,,46248173.0,,10,50,year mean baseline: insufficient economic matches
1936,GBR,GBR,United Kingdom,14,13.1875,0.8125,4,,47185735.0,,17,91,year mean baseline: insufficient economic matches
1948,GBR,GBR,United Kingdom,27,11.552631578947368,15.447368421052632,4,,49654066.0,,20,139,year mean baseline: insufficient economic matches
1952,GBR,GBR,United Kingdom,11,27.385145371739405,-16.385145371739405,1,599530812500.0,50496231.0,,18,127,year OLS: log_gdp_total + log_population + sports_entered
1956,GBR,GBR,United Kingdom,24,28.8228515537429,-4.8228515537429,6,694461125000.0,51400458.0,,18,113,year OLS: log_gdp_total + log_population + sports_entered
1960,GBR,GBR,United Kingdom,20,22.443173986073504,-2.4431739860735036,2,770544500000.0,52538548.0,,17,130,year OLS: log_gdp_total + log_population + sports_entered
1964,GBR,GBR,United Kingdom,18,27.087451221918368,-9.087451221918368,4,880725062500.0,54009130.0,,17,124,year OLS: log_gdp_total + log_population + sports_entered
1968,GBR,GBR,United Kingdom,13,23.30649802533346,-10.306498025333461,5,983439812500.0,55240654.0,,16,133,year OLS: log_gdp_total + log_population + sports_entered
1972,GBR,GBR,United Kingdom,18,30.541367938923955,-12.541367938923955,4,1080840000000.0,56079239.0,,18,159,year OLS: log_gdp_total + log_population + sports_entered
1976,GBR,GBR,United Kingdom,13,37.67780912555298,-24.677809125552983,3,1154338000000.0,56201143.0,,17,148,year OLS: log_gdp_total + log_population + sports_entered
1980,GBR,GBR,United Kingdom,21,18.962680144144763,2.0373198558552374,5,1387976375000.0,56282102.0,,14,145,year OLS: log_gdp_total + log_population + sports_entered
1984,GBR,GBR,United Kingdom,37,38.71339666868045,-1.7133966686804527,5,1405718125000.0,56451312.0,,20,190,year OLS: log_gdp_total + log_population + sports_entered
1988,GBR,GBR,United Kingdom,24,36.10695302481052,-12.106953024810522,5,1638504625000.0,57026539.0,,22,191,year OLS: log_gdp_total + log_population + sports_entered
1992,GBR,GBR,United Kingdom,20,26.75069326940883,-6.750693269408831,5,1723074375000.0,57719273.0,32797.73,23,203,year OLS: log_gdp_total + log_population + sports_entered
1996,GBR,GBR,United Kingdom,15,24.850423502843263,-9.850423502843263,1,2188953750000.0,58298563.0,37465.38,22,175,year OLS: log_gdp_total + log_population + sports_entered
2000,GBR,GBR,United Kingdom,28,24.17389945482214,3.8261005451778587,11,2668341250000.0,59057333.0,43115.562,23,179,year OLS: log_gdp_total + log_population + sports_entered
2004,GBR,GBR,United Kingdom,30,27.684075529965302,2.315924470034698,9,2803333750000.0,60169964.0,46558.13,24,162,year OLS: log_gdp_total + log_population + sports_entered
2008,GBR,GBR,United Kingdom,48,24.7515253049138,23.2484746950862,19,2978523750000.0,62027303.0,48833.07,23,185,year OLS: log_gdp_total + log_population + sports_entered
2012,GBR,GBR,United Kingdom,65,37.721048504609186,27.278951495390814,29,2872523000000.0,63960488.0,47328.21,32,249,year OLS: log_gdp_total + log_population + sports_entered
2016,GBR,GBR,United Kingdom,67,27.527013263377203,39.4729867366228,27,3106611250000.0,65893359.0,50346.86,26,198,year OLS: log_gdp_total + log_population + sports_entered
2020,GBR,GBR,United Kingdom,65,33.096102341349805,31.903897658650195,22,3179079000000.0,67351860.0,47158.984,35,197,year OLS: log_gdp_total + log_population + sports_entered
2024,GBR,GBR,United Kingdom,63,11.16304347826087,51.83695652173913,13,,,52621.18,33,174,year mean baseline: insufficient economic matches
1896,USA,USA,United States,19,12.0,7.0,11,,69503549.0,,3,16,year mean baseline: insufficient economic matches
1900,USA,USA,United States,54,12.125,41.875,21,,74829905.0,,10,41,year mean baseline: insufficient economic matches
1904,USA,USA,United States,230,23.75,206.25,76,,80705948.0,,18,95,year mean baseline: insufficient economic matches
1906,USA,USA,United States,23,14.38888888888889,8.61111111111111,12,,83829992.0,,5,28,year mean baseline: insufficient economic matches
1908,USA,USA,United States,46,16.842105263157894,29.157894736842106,22,,87074899.0,,10,52,year mean baseline: insufficient economic matches
1912,USA,USA,United States,63,16.63157894736842,46.368421052631575,26,,92946603.0,,11,68,year mean baseline: insufficient economic matches
1920,USA,USA,United States,95,20.272727272727273,74.72727272727272,41,,103898175.0,,18,113,year mean baseline: insufficient economic matches
1924,USA,USA,United States,99,12.612903225806452,86.38709677419355,45,,110113945.0,,18,108,year mean baseline: insufficient economic matches
1928,USA,USA,United States,56,10.470588235294118,45.529411764705884,22,,116730690.0,,15,96,year mean baseline: insufficient economic matches
1932,USA,USA,United States,110,13.214285714285714,96.78571428571429,44,,121861566.0,,17,122,year mean baseline: insufficient economic matches
1936,USA,USA,United States,57,13.1875,43.8125,24,,125322686.0,,21,127,year mean baseline: insufficient economic matches
1948,USA,USA,United States,84,11.552631578947368,72.44736842105263,38,,143951473.0,,19,126,year mean baseline: insufficient economic matches
1952,USA,USA,United States,76,40.97708938850056,35.02291061149944,40,3029993750000.0,158794223.0,,18,133,year OLS: log_gdp_total + log_population + sports_entered
1956,USA,USA,United States,74,39.171139169312305,34.828860830687695,32,3475673500000.0,168824962.0,,19,144,year OLS: log_gdp_total + log_population + sports_entered
1960,USA,USA,United States,71,33.827467355538616,37.172532644461384,34,3875059000000.0,180274556.0,,17,147,year OLS: log_gdp_total + log_population + sports_entered
1964,USA,USA,United States,90,39.61313136022626,50.38686863977374,36,4663895000000.0,192819457.0,,19,159,year OLS: log_gdp_total + log_population + sports_entered
1968,USA,USA,United States,107,35.127666942401575,71.87233305759842,45,5672951000000.0,203011020.0,,18,167,year OLS: log_gdp_total + log_population + sports_entered
1972,USA,USA,United States,94,46.01088215076749,47.98911784923251,33,6387834500000.0,212842571.0,,21,185,year OLS: log_gdp_total + log_population + sports_entered
1976,USA,USA,United States,94,64.79694762699464,29.203052373005363,34,7070002000000.0,221168755.0,,19,189,year OLS: log_gdp_total + log_population + sports_entered
1984,USA,USA,United States,173,61.236908046599716,111.76309195340028,82,9048314000000.0,239353967.0,,25,217,year OLS: log_gdp_total + log_population + sports_entered
1988,USA,USA,United States,94,54.71310655259786,39.28689344740214,36,10437759000000.0,248393236.0,,27,230,year OLS: log_gdp_total + log_population + sports_entered
1992,USA,USA,United States,108,38.45010413019927,69.54989586980074,37,11335065000000.0,259606021.0,44659.152,28,248,year OLS: log_gdp_total + log_population + sports_entered
1996,USA,USA,United States,101,44.00323241215388,56.99676758784612,44,12995424000000.0,270860695.0,48435.7,31,263,year OLS: log_gdp_total + log_population + sports_entered
2000,USA,USA,United States,91,39.098356649755665,51.901643350244335,36,15497870000000.0,281484126.0,55038.62,31,265,year OLS: log_gdp_total + log_population + sports_entered
2004,USA,USA,United States,101,42.259060656386424,58.740939343613576,36,16889806000000.0,292786248.0,58131.633,31,254,year OLS: log_gdp_total + log_population + sports_entered
2008,USA,USA,United States,110,41.828804848416674,68.17119515158333,36,18368228000000.0,304970325.0,60798.434,32,258,year OLS: log_gdp_total + log_population + sports_entered
2012,USA,USA,United States,103,42.144879951989864,60.855120048010136,46,19180580000000.0,317115349.0,61134.53,31,245,year OLS: log_gdp_total + log_population + sports_entered
2016,USA,USA,United States,121,41.074283387917575,79.92571661208243,46,21130088000000.0,329179423.0,65017.656,33,245,year OLS: log_gdp_total + log_population + sports_entered
2020,USA,USA,United States,113,47.105990050081374,65.89400994991863,39,22335318000000.0,339436156.0,67342.07,44,245,year OLS: log_gdp_total + log_population + sports_entered
2024,USA,USA,United States,122,11.16304347826087,110.83695652173913,39,,,75489.266,47,234,year mean baseline: insufficient economic matches
1924,URU,URU,Uruguay,1,12.612903225806452,-11.612903225806452,1,,,,4,11,year mean baseline: insufficient economic matches
1928,URU,URU,Uruguay,1,10.470588235294118,-9.470588235294118,1,,,,1,1,year mean baseline: insufficient economic matches
1932,URU,URU,Uruguay,1,13.214285714285714,-12.214285714285714,0,,,,2,2,year mean baseline: insufficient economic matches
1948,URU,URU,Uruguay,2,11.552631578947368,-9.552631578947368,0,,,,11,32,year mean baseline: insufficient economic matches
1952,URU,URU,Uruguay,2,11.186046511627907,-9.186046511627907,0,,,,9,16,year mean fallback: missing economic predictors
1956,URU,URU,Uruguay,1,12.289473684210526,-11.289473684210526,0,,,,5,8,year mean fallback: missing economic predictors
1964,URU,URU,Uruguay,1,12.21951219512195,-11.21951219512195,0,,,,4,8,year mean fallback: missing economic predictors
2000,URU,URU,Uruguay,1,11.5625,-10.5625,0,,,,7,16,year mean fallback: missing economic predictors
1996,UZB,UZB,Uzbekistan,2,9.651900033015217,-7.651900033015217,0,118042078125.0,23351981.0,3046.5637,12,70,year OLS: log_gdp_total + log_population + sports_entered
2000,UZB,UZB,Uzbekistan,4,9.545281027827798,-5.545281027827798,1,101448664062.0,24787052.0,3410.6504,12,69,year OLS: log_gdp_total + log_population + sports_entered
2004,UZB,UZB,Uzbekistan,5,9.180477728595648,-4.180477728595648,2,120926968750.0,26029350.0,3939.5305,14,71,year OLS: log_gdp_total + log_population + sports_entered
2008,UZB,UZB,Uzbekistan,6,11.477112859196534,-5.477112859196534,1,150423390625.0,27494780.0,5115.644,14,67,year OLS: log_gdp_total + log_population + sports_entered
2012,UZB,UZB,Uzbekistan,3,9.479990599224102,-6.479990599224102,1,194905968750.0,29261908.0,6435.5645,14,52,year OLS: log_gdp_total + log_population + sports_entered
