year,season,noc,iso3,country_name,total_medals,gold_medals,silver_medals,bronze_medals,weighted_medal_score,population,gdp_total,gdp_per_capita,unique_athletes,sports_entered,events_entered,medals_per_million_people,gold_per_million_people,medals_per_100_athletes,gold_per_100_athletes,medals_per_entered_sport,medals_per_entered_event,weighted_score_per_athlete,weighted_score_per_entered_sport,medals_per_100b_gdp,gold_per_100b_gdp,rank_total_medals,rank_medals_per_million_people,rank_medals_per_100_athletes,rank_medals_per_entered_sport,rank_weighted_score_per_athlete,small_sample_flag,extreme_single_medal_flag,efficiency_label,efficiency_interpretation_note,has_population_match,has_gdp_total_match,economic_data_complete
1968,Summer,SWE,SWE,Sweden,4,2,1,1,9,7912123.0,161845171875.0,,186,13,95,0.5055533135670414,0.2527766567835207,2.1505376344086025,1.0752688172043012,0.3076923076923077,0.042105263157894736,0.04838709677419355,0.6923076923076923,2.4714978850832647,1.2357489425416324,53.0,16.0,68.0,62.0,63.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1972,Summer,SWE,SWE,Sweden,16,4,6,6,30,8122426.0,187879015625.0,,186,18,90,1.9698548192375034,0.49246370480937585,8.60215053763441,2.1505376344086025,0.8888888888888888,0.17777777777777778,0.16129032258064516,1.6666666666666667,8.516118709039569,2.1290296772598922,42.0,3.0,24.0,44.0,24.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1976,Summer,SWE,SWE,Sweden,5,4,1,0,14,8222392.0,206065781250.0,,163,16,90,0.6080955517567151,0.4864764414053721,3.067484662576687,2.4539877300613497,0.3125,0.05555555555555555,0.08588957055214724,0.875,2.426409649224573,1.941127719379658,50.0,28.0,57.0,56.0,49.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1980,Summer,SWE,SWE,Sweden,12,3,3,6,21,8310470.0,214496062500.0,,201,18,102,1.4439616531916966,0.36099041329792414,5.970149253731343,1.4925373134328357,0.6666666666666666,0.11764705882352941,0.1044776119402985,1.1666666666666667,5.594508290799044,1.398627072699761,12.0,6.0,19.0,13.0,17.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1984,Summer,SWE,SWE,Sweden,19,2,11,6,34,8336482.0,236267343750.0,,254,19,138,2.279138850176849,0.23990935265019464,7.480314960629922,0.7874015748031495,1.0,0.13768115942028986,0.13385826771653545,1.7894736842105263,8.04173767666527,0.8464987028068708,11.0,5.0,14.0,12.0,15.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1988,Summer,SWE,SWE,Sweden,11,0,4,7,15,8436358.0,283427468750.0,,251,23,113,1.303880181471673,0.0,4.382470119521913,0.0,0.4782608695652174,0.09734513274336283,0.05976095617529881,0.6521739130434783,3.8810634863703557,0.0,48.0,6.0,52.0,52.0,65.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1992,Summer,SWE,SWE,Sweden,12,1,7,4,21,8667576.0,293293531250.0,39120.926,252,22,121,1.3844701217503026,0.11537251014585853,4.761904761904762,0.3968253968253968,0.5454545454545454,0.09917355371900827,0.08333333333333333,0.9545454545454546,4.091464257277239,0.3409553547731033,19.0,10.0,33.0,26.0,35.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
1996,Summer,SWE,SWE,Sweden,8,2,4,2,16,8840330.0,335832968750.0,41364.984,233,22,109,0.9049435937346231,0.22623589843365577,3.4334763948497855,0.8583690987124464,0.36363636363636365,0.07339449541284404,0.06866952789699571,0.7272727272727273,2.3821365811036084,0.5955341452759021,24.0,17.0,62.0,40.0,58.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,SWE,SWE,Sweden,12,4,5,3,25,8872099.0,407681625000.0,48284.8,198,22,92,1.352554790022068,0.4508515966740227,6.0606060606060606,2.0202020202020203,0.5454545454545454,0.13043478260869565,0.12626262626262627,1.1363636363636365,2.9434733537475473,0.9811577845825159,21.0,15.0,42.0,27.0,32.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2004,Summer,SWE,SWE,Sweden,7,4,2,1,17,8993805.0,433580593750.0,52412.41,157,20,79,0.7783135169152544,0.4447505810944311,4.45859872611465,2.547770700636943,0.35,0.08860759493670886,0.10828025477707007,0.85,1.6144634010156274,0.9225505148660726,28.0,22.0,53.0,46.0,42.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,SWE,SWE,Sweden,5,0,4,1,9,9219903.0,486021625000.0,56262.47,169,20,81,0.5423050546193382,0.0,2.9585798816568047,0.0,0.25,0.06172839506172839,0.05325443786982249,0.45,1.0287608087397346,0.0,38.0,32.0,75.0,57.0,73.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,SWE,SWE,Sweden,8,1,4,3,14,9519477.0,522187406250.0,56682.02,168,21,81,0.8403823025151487,0.10504778781439358,4.761904761904762,0.5952380952380952,0.38095238095238093,0.09876543209876543,0.08333333333333333,0.6666666666666666,1.5320170314812145,0.1915021289351518,29.0,25.0,61.0,39.0,57.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,SWE,SWE,Sweden,11,2,6,3,21,9923281.0,543302875000.0,59977.387,186,22,79,1.1085043344031071,0.20154624261874676,5.913978494623656,1.0752688172043012,0.5,0.13924050632911392,0.11290322580645161,0.9545454545454546,2.0246533758909337,0.3681187956165334,22.0,14.0,46.0,33.0,45.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,SWE,SWE,Sweden,9,3,6,0,21,10353682.0,600686750000.0,59975.363,173,23,77,0.8692559806260227,0.2897519935420076,5.202312138728324,1.7341040462427744,0.391304347826087,0.11688311688311688,0.12138728323699421,0.9130434782608695,1.4982850878598537,0.49942836261995127,26.0,22.0,64.0,47.0,50.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,SWE,SWE,Sweden,11,4,4,3,23,,,62978.938,125,21,81,,,8.799999999999999,3.2,0.5238095238095238,0.13580246913580246,0.184,1.0952380952380953,,,19.0,,48.0,29.0,43.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1896,Summer,SUI,CHE,Switzerland,3,1,2,0,7,3151521.0,,,8,2,5,0.9519213103767991,0.317307103458933,37.5,12.5,1.5,0.6,0.875,3.5,,,9.0,3.0,6.0,6.0,5.0,1,0,scale_and_efficiency_power,Efficiency metrics may be inflated by a small delegation or few entered events.,1,0,0
1900,Summer,SUI,CHE,Switzerland,9,6,2,1,23,3297641.0,,,52,4,14,2.729223708705708,1.8194824724704721,17.307692307692307,11.538461538461538,2.25,0.6428571428571429,0.4423076923076923,5.75,,,5.0,2.0,16.0,6.0,12.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1904,Summer,SUI,CHE,Switzerland,3,1,0,2,5,3462195.0,,,7,2,4,0.866502320059962,0.288834106686654,42.857142857142854,14.285714285714285,1.5,0.75,0.7142857142857143,2.5,,,11.0,9.0,6.0,8.0,8.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,0,0
1906,Summer,SUI,CHE,Switzerland,8,4,3,1,19,3548783.0,,,45,3,14,2.2542939368228487,1.1271469684114244,17.77777777777778,8.88888888888889,2.6666666666666665,0.5714285714285714,0.4222222222222222,6.333333333333333,,,13.0,6.0,8.0,8.0,6.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1912,Summer,SUI,CHE,Switzerland,1,1,0,0,3,3755677.0,,,7,2,3,0.2662635791097051,0.2662635791097051,14.285714285714285,14.285714285714285,0.5,0.3333333333333333,0.42857142857142855,1.5,,,19.0,16.0,3.0,15.0,1.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,0,0
1920,Summer,SUI,CHE,Switzerland,11,2,2,7,17,3870407.0,,,126,13,45,2.8420783654018815,0.5167415209821602,8.73015873015873,1.5873015873015872,0.8461538461538461,0.24444444444444444,0.1349206349206349,1.3076923076923077,,,10.0,7.0,12.0,13.0,16.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1924,Summer,SUI,CHE,Switzerland,25,7,8,10,47,3937429.0,,,262,17,74,6.349320838547184,1.7778098347932114,9.541984732824428,2.6717557251908395,1.4705882352941178,0.33783783783783783,0.17938931297709923,2.764705882352941,,,6.0,4.0,8.0,6.0,7.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1928,Summer,SUI,CHE,Switzerland,17,7,6,4,37,4007185.0,,,236,15,70,4.24237962559752,1.7468621987754496,7.203389830508475,2.9661016949152543,1.1333333333333333,0.24285714285714285,0.15677966101694915,2.466666666666667,,,9.0,3.0,16.0,10.0,15.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1932,Summer,SUI,CHE,Switzerland,1,0,1,0,2,4076857.0,,,9,4,9,0.24528699436845589,0.0,11.11111111111111,0.0,0.25,0.1111111111111111,0.2222222222222222,0.5,,,22.0,21.0,16.0,26.0,16.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,0,0
1936,Summer,SUI,CHE,Switzerland,18,4,9,5,35,4146411.0,,,328,21,102,4.341103667726137,0.9646897039391416,5.487804878048781,1.2195121951219512,0.8571428571428571,0.17647058823529413,0.10670731707317073,1.6666666666666667,,,8.0,3.0,17.0,12.0,16.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1948,Summer,SUI,CHE,Switzerland,22,5,12,5,44,4587228.0,,,287,19,98,4.79592468479875,1.0899828829088067,7.665505226480835,1.7421602787456445,1.1578947368421053,0.22448979591836735,0.15331010452961671,2.3157894736842106,,,7.0,4.0,16.0,12.0,15.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1952,Summer,SUI,CHE,Switzerland,14,2,6,6,24,4811615.0,90983710937.0,,251,17,96,2.9096259779720532,0.4156608539960076,5.577689243027888,0.796812749003984,0.8235294117647058,0.14583333333333334,0.09561752988047809,1.411764705882353,15.387369734450644,2.1981956763500925,12.0,7.0,20.0,17.0,16.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1956,Summer,SUI,CHE,Switzerland,1,0,0,1,1,5065624.0,115543718750.0,,18,1,6,0.19740904575625828,0.0,5.555555555555555,0.0,1.0,0.16666666666666666,0.05555555555555555,1.0,0.8654732691819303,0.0,31.0,25.0,25.0,13.0,31.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,1,0
1960,Summer,SUI,CHE,Switzerland,6,0,3,3,9,5327777.0,134352796875.0,,221,16,90,1.1261732613808724,0.0,2.7149321266968327,0.0,0.375,0.06666666666666667,0.04072398190045249,0.5625,4.465854183580799,0.0,14.0,6.0,25.0,21.0,27.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1964,Summer,SUI,CHE,Switzerland,4,1,2,1,8,5789153.0,168949000000.0,,129,13,51,0.6909473631116676,0.1727368407779169,3.10077519379845,0.7751937984496124,0.3076923076923077,0.0784313725490196,0.06201550387596899,0.6153846153846154,2.3675783816417972,0.5918945954104493,21.0,11.0,28.0,27.0,26.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1968,Summer,SUI,CHE,Switzerland,5,0,1,4,6,6067657.0,190717921875.0,,155,12,68,0.8240413062241323,0.0,3.225806451612903,0.0,0.4166666666666667,0.07352941176470588,0.03870967741935484,0.5,2.621672861597711,0.0,50.0,8.0,62.0,58.0,67.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1972,Summer,SUI,CHE,Switzerland,3,0,3,0,6,6261086.0,229774812500.0,,265,17,116,0.47915010271381037,0.0,1.1320754716981132,0.0,0.17647058823529413,0.02586206896551724,0.022641509433962263,0.35294117647058826,1.3056261334126864,0.0,54.0,45.0,74.0,66.0,71.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1976,Summer,SUI,CHE,Switzerland,4,1,1,2,7,6302556.0,218238046875.0,,101,12,41,0.6346631430168966,0.15866578575422416,3.9603960396039604,0.9900990099009901,0.3333333333333333,0.0975609756097561,0.06930693069306931,0.5833333333333334,1.8328609778528107,0.45821524446320266,53.0,26.0,53.0,52.0,51.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1980,Summer,SUI,CHE,Switzerland,2,2,0,0,6,6319848.0,243994953125.0,,86,10,45,0.3164633073453665,0.3164633073453665,2.3255813953488373,2.3255813953488373,0.2,0.044444444444444446,0.06976744186046512,0.6,0.819689085526039,0.819689085526039,27.0,16.0,32.0,30.0,24.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1984,Summer,SUI,CHE,Switzerland,8,0,4,4,12,6442419.0,249855421875.0,,245,18,91,1.2417695899630248,0.0,3.2653061224489797,0.0,0.4444444444444444,0.08791208791208792,0.04897959183673469,0.6666666666666666,3.201851670844395,0.0,17.0,9.0,34.0,23.0,34.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1988,Summer,SUI,CHE,Switzerland,4,0,2,2,6,6594145.0,281201156250.0,,151,17,83,0.6065987326635978,0.0,2.6490066225165565,0.0,0.23529411764705882,0.04819277108433735,0.039735099337748346,0.35294117647058826,1.4224692577166456,0.0,55.0,31.0,69.0,65.0,70.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1992,Summer,SUI,CHE,Switzerland,1,1,0,0,3,6875049.0,308485468750.0,61922.89,171,17,80,0.14545350876771934,0.14545350876771934,0.5847953216374269,0.5847953216374269,0.058823529411764705,0.0125,0.017543859649122806,0.17647058823529413,0.32416437767783834,0.32416437767783834,50.0,39.0,64.0,62.0,59.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
1996,Summer,SUI,CHE,Switzerland,7,4,3,0,18,7071885.0,331350718750.0,61471.168,172,17,83,0.9898351005425003,0.5656200574528574,4.069767441860465,2.3255813953488373,0.4117647058823529,0.08433734939759036,0.10465116279069768,1.0588235294117647,2.1125652077674872,1.2071801187242783,27.0,16.0,55.0,38.0,43.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,SUI,CHE,Switzerland,9,1,6,2,17,7184003.0,367589375000.0,67378.39,138,19,82,1.2527834412095875,0.13919816013439862,6.521739130434782,0.7246376811594203,0.47368421052631576,0.10975609756097561,0.12318840579710146,0.8947368421052632,2.448384151473366,0.2720426834970407,25.0,17.0,38.0,35.0,33.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2004,Summer,SUI,CHE,Switzerland,5,1,1,3,8,7384196.0,388577718750.0,68263.44,138,19,83,0.677121788208222,0.1354243576416444,3.6231884057971016,0.7246376811594203,0.2631578947368421,0.060240963855421686,0.057971014492753624,0.42105263157894735,1.2867438761245238,0.25734877522490474,37.0,24.0,60.0,56.0,62.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,SUI,CHE,Switzerland,7,2,1,4,12,7641730.0,527014250000.0,75355.2,116,20,75,0.9160229424488957,0.2617208406996845,6.0344827586206895,1.7241379310344827,0.35,0.09333333333333334,0.10344827586206896,0.6,1.3282373294460252,0.3794963798417216,26.0,20.0,40.0,44.0,44.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,SUI,CHE,Switzerland,4,2,2,0,10,7998927.0,639513875000.0,74883.62,126,19,71,0.5000670714959644,0.2500335357479822,3.1746031746031744,1.5873015873015872,0.21052631578947367,0.056338028169014086,0.07936507936507936,0.5263157894736842,0.6254750923113279,0.31273754615566396,42.0,39.0,73.0,63.0,62.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,SUI,CHE,Switzerland,7,3,2,2,15,8374903.0,669570875000.0,77301.21,152,17,80,0.835830576186972,0.35821310408013085,4.605263157894736,1.9736842105263157,0.4117647058823529,0.0875,0.09868421052631579,0.8823529411764706,1.0454457117777114,0.44804816219044774,36.0,21.0,59.0,42.0,52.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,SUI,CHE,Switzerland,13,3,4,6,23,8640582.0,715363562500.0,77324.89,196,25,96,1.5045282829327933,0.34719883452295225,6.63265306122449,1.530612244897959,0.52,0.13541666666666666,0.11734693877551021,0.92,1.8172577807246089,0.4193671801672174,20.0,12.0,52.0,30.0,53.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,SUI,CHE,Switzerland,8,1,2,5,12,,,82286.18,137,22,94,,,5.839416058394161,0.7299270072992701,0.36363636363636365,0.0851063829787234,0.08759124087591241,0.5454545454545454,,,26.0,,67.0,50.0,69.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1960,Summer,UAR,UAR,Syria,2,0,1,1,3,,,,123,12,34,,,1.6260162601626018,0.0,0.16666666666666666,0.058823529411764705,0.024390243902439025,0.25,,,24.0,,36.0,30.0,36.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1984,Summer,SYR,SYR,Syria,1,0,1,0,2,10258406.0,,,9,5,9,0.0974810316534557,0.0,11.11111111111111,0.0,0.2,0.1111111111111111,0.2222222222222222,0.4,,,35.0,32.0,5.0,33.0,4.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,0,0
1996,Summer,SYR,SYR,Syria,1,1,0,0,3,15018110.0,,7943.4404,8,5,8,0.06658627483751284,0.06658627483751284,12.5,12.5,0.2,0.125,0.375,0.6,,,59.0,62.0,10.0,56.0,4.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,0,0
2004,Summer,SYR,SYR,Syria,1,0,0,1,1,18336879.0,76102804687.0,8528.656,6,5,6,0.05453490749434514,0.0,16.666666666666664,0.0,0.2,0.16666666666666666,0.16666666666666666,0.2,1.3140120184963717,0.0,65.0,65.0,5.0,61.0,22.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,1,1
2020,Summer,SYR,SYR,Syria,1,0,0,1,1,21049431.0,88746531250.0,4633.3496,6,6,6,0.04750722240425406,0.0,16.666666666666664,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.1268046039827613,0.0,77.0,73.0,9.0,78.0,32.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,1,1
1960,Summer,TPE,TWN,Taiwan,1,0,1,0,2,11046263.0,31169525390.0,,31,6,18,0.09052835334447495,0.0,3.225806451612903,0.0,0.16666666666666666,0.05555555555555555,0.06451612903225806,0.3333333333333333,3.208261875943822,0.0,31.0,31.0,24.0,30.0,22.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
