noc,iso3,country_name,sport,year,total_medals,gold_medals,prev_total_medals,prev_gold_medals,rolling3_prev_medals,medal_growth,gold_growth,above_recent_baseline,first_medal_bonus,continuity_bonus,sport_total_medals,sport_total_growth,sport_expansion_penalty,olympic_leap_index
USA,USA,United States,Rowing,1964,4,2,2.0,1.0,3.6666666666666665,2.0,1.0,0.3333333333333335,0,1.0,21,0.0,0.0,2.4641394456265977
GER,DEU,Germany,Wrestling,2020,3,1,1.0,0.0,1.6666666666666667,2.0,1.0,1.3333333333333333,0,0.0,72,0.0,0.0,2.463139139775624
BEL,BEL,Belgium,Fencing,1912,3,2,1.0,0.0,2.0,2.0,2.0,1.0,0,1.0,15,3.0,3.0,2.4618995950952653
YUG,YUG,Serbia,Gymnastics,1928,5,1,2.0,2.0,2.0,3.0,-1.0,3.0,0,1.0,24,-3.0,0.0,2.4614544756643935
URS,URS,Soviet Union,Cycling,1988,7,4,6.0,3.0,3.6666666666666665,1.0,1.0,3.3333333333333335,0,0.0,37,13.0,13.0,2.451468199623881
IRI,IRN,Iran,Weightlifting,1968,2,1,1.0,0.0,1.3333333333333333,1.0,1.0,0.6666666666666667,0,1.0,21,0.0,0.0,2.44688493261137
HUN,HUN,Hungary,Fencing,1964,4,4,4.0,2.0,4.666666666666667,0.0,2.0,0.0,0,1.0,24,0.0,0.0,2.445754287847439
SLO,SVN,Slovenia,Sport Climbing,2020,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,6,6.0,6.0,2.43314299786266
BRA,BRA,Brazil,Surfing,2020,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,6,6.0,6.0,2.43314299786266
USA,USA,United States,3x3 Basketball,2020,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,6,6.0,6.0,2.43314299786266
USA,USA,United States,Surfing,2020,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,6,6.0,6.0,2.43314299786266
HKG,HKG,Hong Kong,Fencing,2020,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,36,6.0,6.0,2.43314299786266
AUS,AUS,Australia,Cycling BMX Freestyle,2020,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,6,6.0,6.0,2.43314299786266
GRE,GRC,Greece,Gymnastics,1896,5,2,0.0,0.0,0.0,5.0,2.0,5.0,1,1.0,18,18.0,18.0,2.4265919774999793
USA,USA,United States,Boxing,1960,4,3,3.0,2.0,3.0,1.0,1.0,1.0,0,1.0,40,0.0,0.0,2.4263848112362583
POL,POL,Poland,Weightlifting,1960,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,21,0.0,0.0,2.4263848112362583
KOR,KOR,South Korea,Fencing,2020,5,1,2.0,1.0,3.0,3.0,0.0,2.0,0,1.0,36,6.0,6.0,2.426321021052892
CAN,CAN,Canada,Wrestling,1928,3,0,1.0,0.0,1.0,2.0,0.0,2.0,0,1.0,39,0.0,0.0,2.4245469182511763
EGY,EGY,Egypt,Diving,1928,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,0.0,12,-3.0,0.0,2.4245469182511763
AUS,AUS,Australia,Sailing,1956,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,15,0.0,0.0,2.423902212692129
URS,URS,Soviet Union,Fencing,1956,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,21,0.0,0.0,2.423902212692129
TCH,TCH,Czechia,Cycling,1956,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,18,0.0,0.0,2.423902212692129
FRA,FRA,France,Weightlifting,1920,3,2,1.0,0.0,1.0,2.0,2.0,2.0,0,1.0,15,8.0,8.0,2.4182159517873285
ISR,ISR,Israel,Judo,2024,3,0,1.0,0.0,1.3333333333333333,2.0,0.0,1.6666666666666667,0,0.0,60,0.0,0.0,2.4165515786282157
YUG,YUG,Serbia,Rowing,1952,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,21,0.0,0.0,2.4062694834309166
TCH,TCH,Czechia,Rowing,1952,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,21,0.0,0.0,2.4062694834309166
HUN,HUN,Hungary,Football,1952,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,3,0.0,0.0,2.4062694834309166
JPN,JPN,Japan,Wrestling,1956,3,2,2.0,1.0,1.5,1.0,1.0,1.5,0,1.0,48,0.0,0.0,2.4051436628519176
TPE,TWN,Taiwan,Weightlifting,2016,2,1,1.0,0.0,1.6666666666666667,1.0,1.0,0.33333333333333326,0,1.0,45,0.0,0.0,2.4025118087305715
FRA,FRA,France,Rowing,2016,2,1,1.0,0.0,1.6666666666666667,1.0,1.0,0.33333333333333326,0,1.0,42,0.0,0.0,2.4025118087305715
FIN,FIN,Finland,Sailing,1912,3,0,0.0,0.0,0.0,3.0,0.0,3.0,1,1.0,12,3.0,3.0,2.4024266715662845
YUG,YUG,Serbia,Wrestling,1964,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,48,0.0,0.0,2.399238382495699
GER,DEU,Germany,Equestrianism,2016,6,2,4.0,2.0,4.333333333333333,2.0,0.0,1.666666666666667,0,0.0,18,0.0,0.0,2.3980043009627567
JPN,JPN,Japan,Sport Climbing,2020,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,6,6.0,6.0,2.396914328854334
CHN,CHN,China,Artistic Swimming,2020,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,6,6.0,6.0,2.396914328854334
CHN,CHN,China,Tennis,2024,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,15,0.0,0.0,2.39674758409096
GER,DEU,Germany,Canoe Sprint,2024,4,2,3.0,1.0,3.0,1.0,1.0,1.0,0,0.0,31,-5.0,0.0,2.39674758409096
KOR,KOR,South Korea,Badminton,2024,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,15,0.0,0.0,2.39674758409096
FRA,FRA,France,Triathlon,2024,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,6,-3.0,0.0,2.39674758409096
ISR,ISR,Israel,Sailing,2024,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,30,0.0,0.0,2.39674758409096
TUN,TUN,Tunisia,Taekwondo,2024,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,32,0.0,0.0,2.39674758409096
HKG,HKG,Hong Kong,Fencing,2024,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,36,0.0,0.0,2.39674758409096
AUS,AUS,Australia,Skateboarding,2024,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,12,0.0,0.0,2.39674758409096
DEN,DNK,Denmark,Handball,2024,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,6,0.0,0.0,2.39674758409096
ITA,ITA,Italy,Tennis,2024,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,15,0.0,0.0,2.39674758409096
GER,DEU,Germany,Equestrian,2024,5,4,4.0,3.0,4.0,1.0,1.0,1.0,0,0.0,18,0.0,0.0,2.39674758409096
EUN,EUN,Unified Team,Handball,1992,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,0.0,6,0.0,0.0,2.396177135821372
GER,DEU,Germany,Wrestling,1992,3,1,1.0,0.0,1.0,2.0,1.0,2.0,0,1.0,60,-2.0,0.0,2.396177135821372
EUN,EUN,Unified Team,Rhythmic Gymnastics,1992,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,0.0,3,0.0,0.0,2.396177135821372
GDR,DEU,Germany,Rowing,1988,10,8,10.0,8.0,5.333333333333333,0.0,0.0,4.666666666666667,0,1.0,55,13.0,13.0,2.3923986734592586
GER,DEU,Germany,Judo,2012,4,0,1.0,1.0,2.0,3.0,-1.0,2.0,0,1.0,56,0.0,0.0,2.3921954362280977
POL,POL,Poland,Sport Climbing,2024,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,0.0,12,6.0,6.0,2.391228943936803
ROU,ROU,Romania,Shooting,1952,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,21,9.0,9.0,2.3888282981959037
EST,EST,Estonia,Wrestling,1928,3,2,2.0,1.0,2.0,1.0,1.0,1.0,0,1.0,39,0.0,0.0,2.387639360837959
CHN,CHN,China,Judo,2008,4,3,5.0,1.0,3.6666666666666665,-1.0,2.0,0.3333333333333335,0,1.0,56,0.0,0.0,2.3773424181894938
NZL,NZL,New Zealand,Swimming,1996,2,2,1.0,0.0,1.3333333333333333,1.0,2.0,0.6666666666666667,0,0.0,96,3.0,3.0,2.3760372786249744
AUS,AUS,Australia,Swimming,1984,12,1,7.0,2.0,6.0,5.0,-1.0,6.0,0,1.0,86,8.0,8.0,2.3712164522488934
AUS,AUS,Australia,Swimming,2004,15,7,18.0,5.0,13.0,-3.0,2.0,2.0,0,1.0,97,2.0,2.0,2.3706165447347405
BRA,BRA,Brazil,Athletics,2008,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,140,4.0,4.0,2.3690027492972523
NED,NLD,Netherlands,Cycling,1920,3,1,0.0,0.0,0.0,3.0,1.0,3.0,1,1.0,18,12.0,12.0,2.3561098883503577
GBR,GBR,United Kingdom,Modern Pentathlon,2000,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,6,3.0,3.0,2.3557867133934964
ITA,ITA,Italy,Sailing,2000,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,33,3.0,3.0,2.3557867133934964
TTO,TTO,Trinidad,Athletics,2012,4,1,2.0,1.0,2.0,2.0,0.0,2.0,0,1.0,143,3.0,3.0,2.353069520672711
HUN,HUN,Hungary,Weightlifting,1964,3,0,1.0,0.0,1.0,2.0,0.0,2.0,0,1.0,21,0.0,0.0,2.3527224771439585
NZL,NZL,New Zealand,Rowing,2008,3,1,1.0,1.0,1.6666666666666667,2.0,0.0,1.3333333333333333,0,1.0,42,0.0,0.0,2.352571519206908
SWE,SWE,Sweden,Wrestling,1928,4,3,4.0,1.0,4.666666666666667,0.0,2.0,0.0,0,1.0,39,0.0,0.0,2.350731803424742
ARG,ARG,Argentina,Boxing,1928,4,2,4.0,0.0,4.0,0.0,2.0,0.0,0,1.0,24,0.0,0.0,2.350731803424742
CHN,CHN,China,Rowing,1988,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,55,13.0,13.0,2.3421888314247026
AUS,AUS,Australia,Equestrianism,1992,2,2,1.0,0.0,1.6666666666666667,1.0,2.0,0.33333333333333326,0,1.0,18,-5.0,0.0,2.336051109066522
USA,USA,United States,Wrestling,1924,6,4,6.0,1.0,8.333333333333334,0.0,3.0,0.0,0,1.0,39,8.0,8.0,2.330526227458817
BRA,BRA,Brazil,Sailing,1980,2,2,1.0,0.0,1.0,1.0,2.0,1.0,0,1.0,18,-5.0,0.0,2.327049943813715
POL,POL,Poland,Art Competitions,1928,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,29,15.0,15.0,2.3258352603751424
NOR,NOR,Norway,Athletics,2020,3,2,2.0,1.0,1.6666666666666667,1.0,1.0,1.3333333333333333,0,1.0,144,3.0,3.0,2.314717097218121
GER,DEU,Germany,Shooting,1936,3,1,1.0,0.0,1.5,2.0,1.0,1.5,0,1.0,9,3.0,3.0,2.3116611875640642
FRA,FRA,France,Judo,1992,7,2,2.0,1.0,3.0,5.0,1.0,4.0,0,1.0,56,23.0,23.0,2.3102525922938404
RSA,ZAF,South Africa,Swimming,2004,3,1,2.0,0.0,2.0,1.0,1.0,1.0,0,1.0,97,2.0,2.0,2.3070218691062703
POL,POL,Poland,Athletics,1964,8,2,7.0,2.0,4.0,1.0,0.0,4.0,0,1.0,108,6.0,6.0,2.3068562712152754
FRA,FRA,France,Swimming,1900,5,1,0.0,0.0,0.0,5.0,1.0,5.0,1,1.0,21,11.0,11.0,2.301430723261345
BUL,BGR,Bulgaria,Swimming,1988,3,1,0.0,0.0,0.0,3.0,1.0,3.0,1,0.0,125,39.0,39.0,2.298600668907214
ARG,ARG,Argentina,Sailing,2000,3,0,1.0,0.0,1.0,2.0,0.0,2.0,0,1.0,33,3.0,3.0,2.2959035347883763
FIN,FIN,Finland,Gymnastics,1932,5,0,1.0,0.0,1.0,4.0,0.0,4.0,0,1.0,33,9.0,9.0,2.2949667532504323
POL,POL,Poland,Modern Pentathlon,1976,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,6,0.0,0.0,2.294711107219035
GBR,GBR,United Kingdom,Modern Pentathlon,1976,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,6,0.0,0.0,2.294711107219035
CUB,CUB,Cuba,Judo,1976,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,25,-1.0,0.0,2.294711107219035
URS,URS,Soviet Union,Swimming,1964,4,1,2.0,0.0,2.0,2.0,1.0,2.0,0,1.0,54,9.0,9.0,2.2944626778811488
FIN,FIN,Finland,Shooting,2008,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,45,-6.0,0.0,2.2930156162663065
ITA,ITA,Italy,Sailing,1936,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,12,1.0,1.0,2.2919389431944355
FRA,FRA,France,Weightlifting,1932,3,3,3.0,1.0,2.6666666666666665,0.0,2.0,0.3333333333333335,0,1.0,15,0.0,0.0,2.2862803701359233
ITA,ITA,Italy,Boxing,1948,5,1,2.0,1.0,2.6666666666666665,3.0,0.0,2.3333333333333335,0,1.0,24,0.0,0.0,2.2855674630100977
CUB,CUB,Cuba,Judo,1996,6,1,5.0,1.0,3.0,1.0,0.0,3.0,0,1.0,56,0.0,0.0,2.2847616518694345
GBR,GBR,United Kingdom,Artistic Gymnastics,2020,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,43,43.0,43.0,2.2823699492904352
BRA,BRA,Brazil,Artistic Gymnastics,2020,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,43,43.0,43.0,2.2823699492904352
LIB,LIB,Lebanon,Wrestling,1952,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,48,0.0,0.0,2.2823544460771314
NOR,NOR,Norway,Figure Skating,1920,3,0,0.0,0.0,0.0,3.0,0.0,3.0,1,0.0,9,-3.0,0.0,2.2809662778587647
ITA,ITA,Italy,Water Polo,1948,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,3,0.0,0.0,2.280690609942779
GRE,GRC,Greece,Fencing,1896,4,2,0.0,0.0,0.0,4.0,2.0,4.0,1,1.0,8,8.0,8.0,2.2741290123955125
GBR,GBR,United Kingdom,Canoe Slalom,2024,4,0,1.0,0.0,1.0,3.0,0.0,3.0,0,0.0,18,6.0,6.0,2.27181509575732
BUL,BGR,Bulgaria,Wrestling,2008,4,0,1.0,0.0,1.3333333333333333,3.0,0.0,2.666666666666667,0,1.0,71,17.0,17.0,2.269927528862758
ETH,ETH,Ethiopia,Athletics,1960,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,102,2.0,2.0,2.266091172572412
USA,USA,United States,Diving,1964,8,3,6.0,2.0,8.0,2.0,1.0,0.0,0,1.0,12,0.0,0.0,2.265910392077826
BUL,BGR,Bulgaria,Boxing,1996,3,1,2.0,0.0,2.0,1.0,1.0,1.0,0,1.0,48,0.0,0.0,2.264455582572064
AUS,AUS,Australia,Hockey,1996,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,6,0.0,0.0,2.264455582572064
HKG,HKG,Hong Kong,Sailing,1996,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,30,0.0,0.0,2.264455582572064
THA,THA,Thailand,Boxing,1996,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,48,0.0,0.0,2.264455582572064
KAZ,KAZ,Kazakhstan,Modern Pentathlon,1996,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,3,-3.0,0.0,2.264455582572064
URS,URS,Soviet Union,Judo,1976,5,2,4.0,1.0,3.0,1.0,1.0,2.0,0,1.0,25,-1.0,0.0,2.2629968454543974
CHN,CHN,China,Weightlifting,1996,4,2,4.0,0.0,5.0,0.0,2.0,0.0,0,1.0,30,1.0,1.0,2.262982896642581
BLR,BLR,Belarus,Wrestling,2016,3,0,2.0,0.0,1.3333333333333333,1.0,0.0,1.6666666666666667,0,1.0,72,0.0,0.0,2.261806892566004
SUI,CHE,Switzerland,Cycling,1936,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,18,0.0,0.0,2.259793721318294
USA,USA,United States,Diving,1984,8,2,5.0,2.0,4.666666666666667,3.0,0.0,3.333333333333333,0,1.0,12,0.0,0.0,2.259411501793612
FRG,DEU,Germany,Cycling,1972,2,1,1.0,0.0,1.3333333333333333,1.0,1.0,0.6666666666666667,0,1.0,24,2.0,2.0,2.2518960623887625
ITA,ITA,Italy,Cycling,1956,5,3,5.0,2.0,3.0,0.0,1.0,2.0,0,1.0,18,0.0,0.0,2.2517428593494455
TCH,TCH,Czechia,Modern Pentathlon,1976,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,6,0.0,0.0,2.243430001739404
MEX,MEX,Mexico,Taekwondo,2008,2,2,2.0,0.0,1.5,0.0,2.0,0.5,0,1.0,32,8.0,8.0,2.2415517461979104
HUN,HUN,Hungary,Gymnastics,1956,7,4,8.0,2.0,4.666666666666667,-1.0,2.0,2.333333333333333,0,1.0,48,3.0,3.0,2.2375557850425936
BEL,BEL,Belgium,Cycling,2016,2,1,1.0,0.0,1.3333333333333333,1.0,1.0,0.6666666666666667,0,0.0,54,-1.0,0.0,2.237433451415161
NOR,NOR,Norway,Boxing,1924,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,24,0.0,0.0,2.236196622514118
HUN,HUN,Hungary,Canoeing,1996,6,2,6.0,1.0,4.333333333333333,0.0,1.0,1.666666666666667,0,1.0,48,0.0,0.0,2.229626723233103
CZE,CZE,Czechia,Tennis,2016,3,0,1.0,0.0,2.0,2.0,0.0,1.0,0,1.0,15,0.0,0.0,2.2281610155935776
GDR,DEU,Germany,Rowing,1972,7,3,7.0,3.0,3.6666666666666665,0.0,0.0,3.3333333333333335,0,1.0,30,4.0,4.0,2.2257147629118155
GER,DEU,Germany,Wrestling,1936,7,0,4.0,1.0,3.0,3.0,-1.0,4.0,0,1.0,42,0.0,0.0,2.225539664813879
SVK,SVK,Slovakia,Canoeing,2008,4,3,4.0,2.0,3.0,0.0,1.0,1.0,0,1.0,48,0.0,0.0,2.2246627875094687
GBR,GBR,United Kingdom,Canoeing,2008,3,1,3.0,0.0,2.0,0.0,1.0,1.0,0,1.0,48,0.0,0.0,2.2246627875094687
CAN,CAN,Canada,Boxing,1988,3,1,3.0,0.0,1.6666666666666667,0.0,1.0,1.3333333333333333,0,1.0,52,4.0,4.0,2.224380905911243
USA,USA,United States,Softball,1996,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,3,3.0,3.0,2.219090754848011
NGR,NGA,Nigeria,Football,1996,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,6,3.0,3.0,2.219090754848011
ITA,ITA,Italy,Karate,2020,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,0.0,32,32.0,32.0,2.2187595672732354
EGY,EGY,Egypt,Karate,2020,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,0.0,32,32.0,32.0,2.2187595672732354
ESP,ESP,Spain,Karate,2020,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,0.0,32,32.0,32.0,2.2187595672732354
AUS,AUS,Australia,Cycling,1992,5,1,4.0,0.0,2.6666666666666665,1.0,1.0,2.3333333333333335,0,1.0,30,-7.0,0.0,2.2184793044128233
GBR,GBR,United Kingdom,Sailing,1968,2,1,1.0,0.0,1.6666666666666667,1.0,1.0,0.33333333333333326,0,1.0,17,2.0,2.0,2.2176859771280237
ESP,ESP,Spain,Tennis,2008,2,1,1.0,0.0,1.6666666666666667,1.0,1.0,0.33333333333333326,0,1.0,12,0.0,0.0,2.217486683507561
NED,NLD,Netherlands,Judo,2004,4,0,1.0,1.0,2.0,3.0,-1.0,2.0,0,1.0,56,0.0,0.0,2.2149954263754283
CUB,CUB,Cuba,Boxing,1968,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,46,6.0,6.0,2.209477312433629
UGA,UGA,Uganda,Boxing,1968,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,46,6.0,6.0,2.209477312433629
GER,DEU,Germany,Canoeing,1964,4,2,3.0,1.0,3.3333333333333335,1.0,1.0,0.6666666666666665,0,1.0,21,0.0,0.0,2.2010093289469275
GBR,GBR,United Kingdom,Swimming,1900,3,2,0.0,0.0,0.0,3.0,2.0,3.0,1,1.0,21,11.0,11.0,2.2000502339634096
FRA,FRA,France,Fencing,2020,5,2,3.0,1.0,4.333333333333333,2.0,1.0,0.666666666666667,0,1.0,36,6.0,6.0,2.1999909410647027
NOR,NOR,Norway,Canoeing,1948,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,27,0.0,0.0,2.1981929776060043
ITA,ITA,Italy,Rowing,1968,2,1,1.0,0.0,1.3333333333333333,1.0,1.0,0.6666666666666667,0,1.0,26,5.0,5.0,2.1972120176121592
IRL,IRL,Ireland,Art Competitions,1924,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,14,3.0,3.0,2.1967806569382766
DEN,DNK,Denmark,Art Competitions,1924,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,14,3.0,3.0,2.1967806569382766
DEN,DNK,Denmark,Rowing,2012,3,1,2.0,1.0,1.3333333333333333,1.0,0.0,1.6666666666666667,0,1.0,42,0.0,0.0,2.195919544251713
AUS,AUS,Australia,Skateboarding,2020,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,12,12.0,12.0,2.195112297144769
NOR,NOR,Norway,Handball,1988,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,6,0.0,0.0,2.1892662072708085
BUL,BGR,Bulgaria,Rhythmic Gymnastics,1988,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,3,0.0,0.0,2.1892662072708085
ARG,ARG,Argentina,Volleyball,1988,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,6,0.0,0.0,2.1892662072708085
NOR,NOR,Norway,Swimming,2008,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,0.0,104,7.0,7.0,2.186077934769809
CHN,CHN,China,Fencing,2004,3,0,2.0,0.0,1.3333333333333333,1.0,0.0,1.6666666666666667,0,1.0,30,0.0,0.0,2.1837835619186112
SWE,SWE,Sweden,Cycling,1912,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,6,-12.0,0.0,2.1833866146623704
RSA,ZAF,South Africa,Cycling,1912,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,6,-12.0,0.0,2.1833866146623704
GER,DEU,Germany,Swimming,1964,6,0,4.0,0.0,2.3333333333333335,2.0,0.0,3.6666666666666665,0,1.0,54,9.0,9.0,2.18304570939851
YUG,YUG,Serbia,Handball,1984,2,2,1.0,0.0,1.0,1.0,2.0,1.0,0,1.0,6,0.0,0.0,2.1827683468346617
ROU,ROU,Romania,Gymnastics,1984,7,4,7.0,2.0,5.333333333333333,0.0,2.0,1.666666666666667,0,1.0,43,-2.0,0.0,2.1795361887851223
GBR,GBR,United Kingdom,Sailing,2020,5,3,3.0,2.0,4.666666666666667,2.0,1.0,0.33333333333333304,0,1.0,30,0.0,0.0,2.175462892786078
IRI,IRN,Iran,Shooting,2020,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,45,0.0,0.0,2.171173698580551
NZL,NZL,New Zealand,Rugby Sevens,2020,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,6,0.0,0.0,2.171173698580551
SUI,CHE,Switzerland,Shooting,2020,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,45,0.0,0.0,2.171173698580551
SRB,SRB,Serbia,Taekwondo,2020,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,32,0.0,0.0,2.171173698580551
IRL,IRL,Ireland,Rowing,2020,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,42,0.0,0.0,2.171173698580551
CHN,CHN,China,Swimming,2020,6,3,6.0,1.0,7.333333333333333,0.0,2.0,0.0,0,1.0,105,1.0,1.0,2.167730584135895
GDR,DEU,Germany,Swimming,1972,9,2,9.0,2.0,5.666666666666667,0.0,0.0,3.333333333333333,0,1.0,100,5.0,5.0,2.1611816018114958
GDR,DEU,Germany,Gymnastics,1972,9,3,9.0,3.0,5.666666666666667,0.0,0.0,3.333333333333333,0,1.0,51,5.0,5.0,2.1611816018114958
BEL,BEL,Belgium,Cycling,1948,3,1,1.0,0.0,2.0,2.0,1.0,1.0,0,1.0,18,0.0,0.0,2.1611195784831194
EUN,EUN,Unified Team,Diving,1992,3,0,0.0,0.0,0.0,3.0,0.0,3.0,1,0.0,12,0.0,0.0,2.1603603849786848
USA,USA,United States,Skateboarding,2020,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,12,12.0,12.0,2.158883628136443
CHN,CHN,China,Badminton,1992,4,0,0.0,0.0,0.0,4.0,0.0,4.0,1,1.0,15,15.0,15.0,2.1577086387939834
CAN,CAN,Canada,Canoeing,1936,3,1,0.0,0.0,0.0,3.0,1.0,3.0,1,1.0,27,27.0,27.0,2.154932816905185
UKR,UKR,Ukraine,Cycling,2000,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,53,11.0,11.0,2.1549150822674763
POL,POL,Poland,Shooting,1996,3,1,1.0,0.0,1.3333333333333333,2.0,1.0,1.6666666666666667,0,1.0,45,6.0,6.0,2.1503568609223866
KOR,KOR,South Korea,Hockey,1988,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,7,1.0,1.0,2.1484442662051713
BUL,BGR,Bulgaria,Athletics,1988,4,2,2.0,0.0,3.3333333333333335,2.0,2.0,0.6666666666666665,0,1.0,158,33.0,33.0,2.146263030747499
FIN,FIN,Finland,Wrestling,1984,3,1,1.0,0.0,1.0,2.0,1.0,2.0,0,1.0,60,0.0,0.0,2.1448142574665496
RUS,RUS,Russia,Wrestling,2008,11,6,10.0,5.0,8.666666666666666,1.0,1.0,2.333333333333334,0,1.0,71,17.0,17.0,2.142018797165319
EUN,EUN,Unified Team,Canoeing,1992,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,0.0,48,3.0,3.0,2.141730109263707
DOM,DOM,Dominican Republic,Weightlifting,2020,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,0.0,42,-3.0,0.0,2.134945029572225
CHN,CHN,China,Wrestling,2020,4,0,2.0,0.0,2.0,2.0,0.0,2.0,0,1.0,72,0.0,0.0,2.134945029572225
SMR,SMR,San Marino,Shooting,2020,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,0.0,45,0.0,0.0,2.134945029572225
USA,USA,United States,Basketball,1936,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,3,3.0,3.0,2.132477821251556
GER,DEU,Germany,Handball,1936,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,3,3.0,3.0,2.132477821251556
TUR,TUR,Turkey,Boxing,2020,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,52,1.0,1.0,2.1315019151275694
TUR,TUR,Turkey,Athletics,2012,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,143,3.0,3.0,2.1302300117249375
